object_id,subset,source,source_uid,source_model_path,texture_root,format,has_mesh,has_uv,has_albedo,has_normal,has_roughness,has_metallic,roughness_valid,metallic_valid,material_slot_count,needs_conversion,needs_material_bake,audit_status,reject_reason,license,notes,audit_time,auditor
kenney_fallback_0057e08c69cb6b097147,landscape,kenney_selected,kenney_fallback_0057e08c69cb6b097147,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/road-curve-intersection-barrier.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_00c006b808c8ece9fec3,landscape,kenney_selected,kenney_fallback_00c006b808c8ece9fec3,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/road-straight-barrier-half.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_00ceeb2a254ab15b67e3,landscape,kenney_selected,kenney_fallback_00ceeb2a254ab15b67e3,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/light-square.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_014575c256bc4a04f4ea,landscape,kenney_selected,kenney_fallback_014575c256bc4a04f4ea,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/character-zombie.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_02a695c4c198e255e87a,landscape,kenney_selected,kenney_fallback_02a695c4c198e255e87a,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/light-square.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_02a6ddbad92fef69a404,landscape,kenney_selected,kenney_fallback_02a6ddbad92fef69a404,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format/tower-square-base-color.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_03c4c5c25d130c0b9fb0,landscape,kenney_selected,kenney_fallback_03c4c5c25d130c0b9fb0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-slant-curve.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_04526d82e0c0c7715745,landscape,kenney_selected,kenney_fallback_04526d82e0c0c7715745,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/road-end-round-barrier.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_04681b6d8f55ffb4a264,landscape,kenney_selected,kenney_fallback_04681b6d8f55ffb4a264,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-slant-high.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_049f0de13517d9a7a067,landscape,kenney_selected,kenney_fallback_049f0de13517d9a7a067,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/tower-hexagon-roof-secondary.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_053fd19c379fbb22e390,landscape,kenney_selected,kenney_fallback_053fd19c379fbb22e390,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format/gate.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_059e184970c3cc7e2a02,landscape,kenney_selected,kenney_fallback_059e184970c3cc7e2a02,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/siege-trebuchet-demolished.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0607591d0d16b9e53a21,landscape,kenney_selected,kenney_fallback_0607591d0d16b9e53a21,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/road-straight-barrier-end.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_06685b0a383d72a73d4b,landscape,kenney_selected,kenney_fallback_06685b0a383d72a73d4b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/road-bend-sidewalk.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_069ec0904c2d9068a661,landscape,kenney_selected,kenney_fallback_069ec0904c2d9068a661,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/crypt-large-door.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_06dfac8ac214ea34712b,landscape,kenney_selected,kenney_fallback_06dfac8ac214ea34712b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/wall-corner-half.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_071c545bd10ea64f5b0f,landscape,kenney_selected,kenney_fallback_071c545bd10ea64f5b0f,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/wall-narrow-stairs.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_07355917b727b4288a89,landscape,kenney_selected,kenney_fallback_07355917b727b4288a89,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/gate.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_08e4342ae6eaf1280cd5,landscape,kenney_selected,kenney_fallback_08e4342ae6eaf1280cd5,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/tree-log.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0a75df45a7c75fd56cd4,landscape,kenney_selected,kenney_fallback_0a75df45a7c75fd56cd4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/gravestone-cross-large.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0a80c2bd7f3b90eae694,landscape,kenney_selected,kenney_fallback_0a80c2bd7f3b90eae694,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/iron-fence-border-gate.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0ba0d6e3968607183c48,landscape,kenney_selected,kenney_fallback_0ba0d6e3968607183c48,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/siege-tower-demolished.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0bc0acecad9f662d4fa7,landscape,kenney_selected,kenney_fallback_0bc0acecad9f662d4fa7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-straight-half.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0c69d92b05700bc77a8e,landscape,kenney_selected,kenney_fallback_0c69d92b05700bc77a8e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/light-curved.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0c90104c9e2742b6a02b,landscape,kenney_selected,kenney_fallback_0c90104c9e2742b6a02b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/tower-square-mid-windows.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0cfebe85c3555599d028,landscape,kenney_selected,kenney_fallback_0cfebe85c3555599d028,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/road-straight-barrier.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0d16f07ae00767c5be9b,landscape,kenney_selected,kenney_fallback_0d16f07ae00767c5be9b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/light-square.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0d3b21f3be8a9e6dc1a5,landscape,kenney_selected,kenney_fallback_0d3b21f3be8a9e6dc1a5,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format/tower-square-roof.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0e22335e8c64f5176980,landscape,kenney_selected,kenney_fallback_0e22335e8c64f5176980,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/tower-square-top-roof-high.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0e5862372e336e355698,landscape,kenney_selected,kenney_fallback_0e5862372e336e355698,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/siege-tower-demolished.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0e7799e018bef725c606,landscape,kenney_selected,kenney_fallback_0e7799e018bef725c606,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/tower-square-mid-color.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0f302a3aba800fce6d39,landscape,kenney_selected,kenney_fallback_0f302a3aba800fce6d39,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/tower-square-mid-door.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0f489b1f2c244f17e2aa,landscape,kenney_selected,kenney_fallback_0f489b1f2c244f17e2aa,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-driveway-single.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_0feb8d470cddb6963059,landscape,kenney_selected,kenney_fallback_0feb8d470cddb6963059,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/fence-gate.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_10040f964e1a006d482e,landscape,kenney_selected,kenney_fallback_10040f964e1a006d482e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/road-end-round-barrier.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_105cef0e890801a94d32,landscape,kenney_selected,kenney_fallback_105cef0e890801a94d32,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/tower-square-roof.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_11656d5695e55497e387,landscape,kenney_selected,kenney_fallback_11656d5695e55497e387,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-curve-intersection.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_11933f81b9fc4074700d,landscape,kenney_selected,kenney_fallback_11933f81b9fc4074700d,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format/siege-catapult.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_119b84401b04730c7610,landscape,kenney_selected,kenney_fallback_119b84401b04730c7610,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format/road-slant-flat.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_11b70550f08ec3d22fc7,landscape,kenney_selected,kenney_fallback_11b70550f08ec3d22fc7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/road-driveway-double-barrier.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_11e0f0842ffb59ca9cd7,landscape,kenney_selected,kenney_fallback_11e0f0842ffb59ca9cd7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/wall-narrow-corner.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_12720abd8bf98adacbb1,landscape,kenney_selected,kenney_fallback_12720abd8bf98adacbb1,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/light-curved-cross.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_12a948010ba6c3c5c249,landscape,kenney_selected,kenney_fallback_12a948010ba6c3c5c249,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format/light-square-double.obj,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/OBJ format,obj,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_obj_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_12b4cf3c6ea88ad01302,landscape,kenney_selected,kenney_fallback_12b4cf3c6ea88ad01302,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format/tower-square-mid.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_130c72e5feabbb2c9699,landscape,kenney_selected,kenney_fallback_130c72e5feabbb2c9699,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/gravestone-cross.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_13c4368fad5f7b5b1c4a,landscape,kenney_selected,kenney_fallback_13c4368fad5f7b5b1c4a,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format/candle.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_graveyard-kit_5.0/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_13d36c6d8a1d0ba20c17,landscape,kenney_selected,kenney_fallback_13d36c6d8a1d0ba20c17,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/road-straight-barrier-half.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_13f6a261baa2d49fb9fd,landscape,kenney_selected,kenney_fallback_13f6a261baa2d49fb9fd,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format/road-side.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_city-kit-roads/Models/GLB format,glb,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,false,unknown,B_fixable,needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
kenney_fallback_13fb156cd001e4436a14,landscape,kenney_selected,kenney_fallback_13fb156cd001e4436a14,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format/tower-top.fbx,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/kenney_selected/kenney_castle-kit/Models/FBX format,fbx,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,true,unknown,B_fixable,needs_fbx_to_glb;needs_material_probe,,main_pool_candidate,2026-04-16T03:12:40Z,first_pass_auto_v1
